severity	updateDate	comments	line	author	rule	project	effort	message	creationDate	type	quickFixAvailable	tags	component	flows	scope	textRange	debt	key	hash	status
CRITICAL	2023-07-24T19:11:40-0700		1773.0		typescript:S3776	dynamsoft-dlrjs-src	51min	Refactor this function to reduce its Cognitive Complexity from 61 to the 15 allowed.	2023-07-24T19:11:40-0700	CODE_SMELL	false	"brain-overload / "	dynamsoft-dlrjs-src:src/class/labelrecognizer.ts	"{locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1775.0, endLine=1775.0, startOffset=8.0, endOffset=10.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1777.0, endLine=1777.0, startOffset=12.0, endOffset=14.0}, msg=+2 (incl. 1 for nesting)}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1780.0, endLine=1780.0, startOffset=13.0, endOffset=17.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1779.0, endLine=1779.0, startOffset=16.0, endOffset=18.0}, msg=+3 (incl. 2 for nesting)}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1781.0, endLine=1781.0, startOffset=16.0, endOffset=18.0}, msg=+3 (incl. 2 for nesting)}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1785.0, endLine=1785.0, startOffset=16.0, endOffset=18.0}, msg=+3 (incl. 2 for nesting)}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1788.0, endLine=1788.0, startOffset=16.0, endOffset=18.0}, msg=+3 (incl. 2 for nesting)}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1791.0, endLine=1791.0, startOffset=22.0, endOffset=24.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1794.0, endLine=1794.0, startOffset=22.0, endOffset=24.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1797.0, endLine=1797.0, startOffset=22.0, endOffset=24.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1800.0, endLine=1800.0, startOffset=22.0, endOffset=24.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1803.0, endLine=1803.0, startOffset=22.0, endOffset=24.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1806.0, endLine=1806.0, startOffset=23.0, endOffset=25.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1809.0, endLine=1809.0, startOffset=23.0, endOffset=25.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1812.0, endLine=1812.0, startOffset=22.0, endOffset=24.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1815.0, endLine=1815.0, startOffset=22.0, endOffset=24.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1818.0, endLine=1818.0, startOffset=22.0, endOffset=24.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1821.0, endLine=1821.0, startOffset=17.0, endOffset=21.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1824.0, endLine=1824.0, startOffset=16.0, endOffset=18.0}, msg=+3 (incl. 2 for nesting)}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1828.0, endLine=1828.0, startOffset=18.0, endOffset=22.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1825.0, endLine=1825.0, startOffset=20.0, endOffset=22.0}, msg=+4 (incl. 3 for nesting)}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1830.0, endLine=1830.0, startOffset=20.0, endOffset=22.0}, msg=+4 (incl. 3 for nesting)}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1830.0, endLine=1830.0, startOffset=32.0, endOffset=34.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1835.0, endLine=1835.0, startOffset=15.0, endOffset=17.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1837.0, endLine=1837.0, startOffset=10.0, endOffset=14.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1836.0, endLine=1836.0, startOffset=12.0, endOffset=14.0}, msg=+2 (incl. 1 for nesting)}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1841.0, endLine=1841.0, startOffset=8.0, endOffset=10.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1843.0, endLine=1843.0, startOffset=42.0, endOffset=43.0}, msg=+2 (incl. 1 for nesting)}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1850.0, endLine=1850.0, startOffset=12.0, endOffset=14.0}, msg=+2 (incl. 1 for nesting)}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1852.0, endLine=1852.0, startOffset=13.0, endOffset=17.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1850.0, endLine=1850.0, startOffset=22.0, endOffset=24.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1856.0, endLine=1856.0, startOffset=29.0, endOffset=30.0}, msg=+2 (incl. 1 for nesting)}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1864.0, endLine=1864.0, startOffset=16.0, endOffset=18.0}, msg=+3 (incl. 2 for nesting)}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1871.0, endLine=1871.0, startOffset=17.0, endOffset=21.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1867.0, endLine=1867.0, startOffset=21.0, endOffset=26.0}, msg=+4 (incl. 3 for nesting)}]} / "	MAIN	{startLine=1773.0, endLine=1773.0, startOffset=10.0, endOffset=41.0}	51min	AYmK0pREkLc1XV_B8pKp	75dacaf153e1a18699e0767b208cde9f	OPEN
MINOR	2023-07-24T19:11:40-0700		1773.0		typescript:S1533	dynamsoft-dlrjs-src	1min	"Replace this ""Boolean"" wrapper object with primitive type ""boolean""."	2023-07-24T19:11:40-0700	CODE_SMELL	false	"pitfall / "	dynamsoft-dlrjs-src:src/class/labelrecognizer.ts		MAIN	{startLine=1773.0, endLine=1773.0, startOffset=72.0, endOffset=79.0}	1min	AYmK0pREkLc1XV_B8pKq	75dacaf153e1a18699e0767b208cde9f	OPEN
INFO	2023-07-24T19:11:40-0700		1849.0		typescript:S1135	dynamsoft-dlrjs-src	0min	"Complete the task associated to this ""TODO"" comment."	2023-07-24T19:11:40-0700	CODE_SMELL	false	"cwe / "	dynamsoft-dlrjs-src:src/class/labelrecognizer.ts		MAIN	{startLine=1849.0, endLine=1849.0, startOffset=47.0, endOffset=51.0}	0min	AYmK0pREkLc1XV_B8pKr	b933a9d66277a8af77def9eb9735395f	OPEN
INFO	2023-07-24T19:11:40-0700		1850.0		typescript:S1135	dynamsoft-dlrjs-src	0min	"Complete the task associated to this ""TODO"" comment."	2023-07-24T19:11:40-0700	CODE_SMELL	false	"cwe / "	dynamsoft-dlrjs-src:src/class/labelrecognizer.ts		MAIN	{startLine=1850.0, endLine=1850.0, startOffset=59.0, endOffset=63.0}	0min	AYmK0pRFkLc1XV_B8pKs	ec05cd78528a28b198ee98d68531ad9c	OPEN
MINOR	2023-07-24T19:11:40-0700		1861.0		typescript:S4326	dynamsoft-dlrjs-src	1min	Redundant use of `await` on a return value.	2023-07-24T19:11:40-0700	CODE_SMELL	false	"redundant / "	dynamsoft-dlrjs-src:src/class/labelrecognizer.ts		MAIN	{startLine=1861.0, endLine=1885.0, startOffset=15.0, endOffset=10.0}	1min	AYmK0pRFkLc1XV_B8pKt	f2eab8873d5e55f50edf48ced510e988	OPEN
MINOR	2023-07-24T19:11:40-0700		1898.0		typescript:S4326	dynamsoft-dlrjs-src	1min	Redundant use of `await` on a return value.	2023-07-24T19:11:40-0700	CODE_SMELL	false	"redundant / "	dynamsoft-dlrjs-src:src/class/labelrecognizer.ts		MAIN	{startLine=1898.0, endLine=1917.0, startOffset=15.0, endOffset=10.0}	1min	AYmK0pRFkLc1XV_B8pKu	f2eab8873d5e55f50edf48ced510e988	OPEN
MAJOR	2023-07-24T19:11:40-0700		1902.0		typescript:S125	dynamsoft-dlrjs-src	5min	Remove this commented out code.	2023-07-24T19:11:40-0700	CODE_SMELL	false	"unused / "	dynamsoft-dlrjs-src:src/class/labelrecognizer.ts		MAIN	{startLine=1902.0, endLine=1903.0, startOffset=20.0, endOffset=55.0}	5min	AYmK0pRFkLc1XV_B8pKv	79049b2c1df3f1353c4387d763c54055	OPEN
MINOR	2023-07-24T19:11:40-0700		1924.0		typescript:S4326	dynamsoft-dlrjs-src	1min	Redundant use of `await` on a return value.	2023-07-24T19:11:40-0700	CODE_SMELL	false	"redundant / "	dynamsoft-dlrjs-src:src/class/labelrecognizer.ts		MAIN	{startLine=1924.0, endLine=1943.0, startOffset=15.0, endOffset=10.0}	1min	AYmK0pRFkLc1XV_B8pKw	f2eab8873d5e55f50edf48ced510e988	OPEN
MAJOR	2023-07-24T19:11:40-0700		1926.0		typescript:S4144	dynamsoft-dlrjs-src	15min	Update this function so that its implementation is not identical to the one on line 1736.	2023-07-24T19:11:40-0700	CODE_SMELL	false	"confusing / duplicate / suspicious / "	dynamsoft-dlrjs-src:src/class/labelrecognizer.ts	"{locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1736.0, endLine=1736.0, startOffset=68.0, endOffset=70.0}, msg=Original implementation}]} / "	MAIN	{startLine=1926.0, endLine=1926.0, startOffset=68.0, endOffset=70.0}	15min	AYmK0pRFkLc1XV_B8pKx	cfbd90059e969d09497c02f2d870003a	OPEN
MINOR	2023-07-24T19:11:40-0700		1955.0		typescript:S4326	dynamsoft-dlrjs-src	1min	Redundant use of `await` on a return value.	2023-07-24T19:11:40-0700	CODE_SMELL	false	"redundant / "	dynamsoft-dlrjs-src:src/class/labelrecognizer.ts		MAIN	{startLine=1955.0, endLine=1979.0, startOffset=15.0, endOffset=10.0}	1min	AYmK0pRFkLc1XV_B8pKy	f2eab8873d5e55f50edf48ced510e988	OPEN
MINOR	2023-07-24T19:11:40-0700		1992.0		typescript:S4326	dynamsoft-dlrjs-src	1min	Redundant use of `await` on a return value.	2023-07-24T19:11:40-0700	CODE_SMELL	false	"redundant / "	dynamsoft-dlrjs-src:src/class/labelrecognizer.ts		MAIN	{startLine=1992.0, endLine=2010.0, startOffset=15.0, endOffset=10.0}	1min	AYmK0pRFkLc1XV_B8pKz	f2eab8873d5e55f50edf48ced510e988	OPEN
MAJOR	2023-07-24T19:11:40-0700		1994.0		typescript:S4144	dynamsoft-dlrjs-src	15min	Update this function so that its implementation is not identical to the one on line 1736.	2023-07-24T19:11:40-0700	CODE_SMELL	false	"confusing / duplicate / suspicious / "	dynamsoft-dlrjs-src:src/class/labelrecognizer.ts	"{locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1736.0, endLine=1736.0, startOffset=68.0, endOffset=70.0}, msg=Original implementation}]} / "	MAIN	{startLine=1994.0, endLine=1994.0, startOffset=68.0, endOffset=70.0}	15min	AYmK0pRFkLc1XV_B8pK0	cfbd90059e969d09497c02f2d870003a	OPEN
MINOR	2023-07-24T19:11:40-0700		2023.0		typescript:S4326	dynamsoft-dlrjs-src	1min	Redundant use of `await` on a return value.	2023-07-24T19:11:40-0700	CODE_SMELL	false	"redundant / "	dynamsoft-dlrjs-src:src/class/labelrecognizer.ts		MAIN	{startLine=2023.0, endLine=2035.0, startOffset=15.0, endOffset=10.0}	1min	AYmK0pRFkLc1XV_B8pK1	f2eab8873d5e55f50edf48ced510e988	OPEN
MAJOR	2023-07-24T19:11:40-0700		2025.0		typescript:S4144	dynamsoft-dlrjs-src	15min	Update this function so that its implementation is not identical to the one on line 1736.	2023-07-24T19:11:40-0700	CODE_SMELL	false	"confusing / duplicate / suspicious / "	dynamsoft-dlrjs-src:src/class/labelrecognizer.ts	"{locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1736.0, endLine=1736.0, startOffset=68.0, endOffset=70.0}, msg=Original implementation}]} / "	MAIN	{startLine=2025.0, endLine=2025.0, startOffset=68.0, endOffset=70.0}	15min	AYmK0pRFkLc1XV_B8pK2	cfbd90059e969d09497c02f2d870003a	OPEN
CRITICAL	2023-07-24T19:11:40-0700		2054.0		typescript:S3776	dynamsoft-dlrjs-src	43min	Refactor this function to reduce its Cognitive Complexity from 53 to the 15 allowed.	2023-07-24T19:11:40-0700	CODE_SMELL	false	"brain-overload / "	dynamsoft-dlrjs-src:src/class/labelrecognizer.ts	"{locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=2057.0, endLine=2057.0, startOffset=8.0, endOffset=10.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=2117.0, endLine=2117.0, startOffset=9.0, endOffset=13.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=2061.0, endLine=2061.0, startOffset=12.0, endOffset=15.0}, msg=+2 (incl. 1 for nesting)}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=2063.0, endLine=2063.0, startOffset=16.0, endOffset=18.0}, msg=+3 (incl. 2 for nesting)}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=2064.0, endLine=2064.0, startOffset=20.0, endOffset=22.0}, msg=+4 (incl. 3 for nesting)}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=2077.0, endLine=2077.0, startOffset=16.0, endOffset=19.0}, msg=+3 (incl. 2 for nesting)}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=2080.0, endLine=2080.0, startOffset=20.0, endOffset=22.0}, msg=+4 (incl. 3 for nesting)}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=2083.0, endLine=2083.0, startOffset=21.0, endOffset=25.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=2081.0, endLine=2081.0, startOffset=92.0, endOffset=94.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=2085.0, endLine=2085.0, startOffset=24.0, endOffset=26.0}, msg=+5 (incl. 4 for nesting)}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=2091.0, endLine=2091.0, startOffset=12.0, endOffset=14.0}, msg=+2 (incl. 1 for nesting)}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=2101.0, endLine=2101.0, startOffset=13.0, endOffset=17.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=2093.0, endLine=2093.0, startOffset=16.0, endOffset=19.0}, msg=+3 (incl. 2 for nesting)}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=2094.0, endLine=2094.0, startOffset=20.0, endOffset=22.0}, msg=+4 (incl. 3 for nesting)}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=2096.0, endLine=2096.0, startOffset=16.0, endOffset=19.0}, msg=+3 (incl. 2 for nesting)}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=2097.0, endLine=2097.0, startOffset=20.0, endOffset=22.0}, msg=+4 (incl. 3 for nesting)}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=2107.0, endLine=2107.0, startOffset=12.0, endOffset=14.0}, msg=+2 (incl. 1 for nesting)}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=2107.0, endLine=2107.0, startOffset=32.0, endOffset=34.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=2109.0, endLine=2109.0, startOffset=16.0, endOffset=18.0}, msg=+3 (incl. 2 for nesting)}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=2111.0, endLine=2111.0, startOffset=18.0, endOffset=22.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=2109.0, endLine=2109.0, startOffset=72.0, endOffset=74.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=2119.0, endLine=2119.0, startOffset=12.0, endOffset=14.0}, msg=+2 (incl. 1 for nesting)}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=2121.0, endLine=2121.0, startOffset=13.0, endOffset=17.0}, msg=+1}]} / "	MAIN	{startLine=2054.0, endLine=2054.0, startOffset=12.0, endOffset=32.0}	43min	AYmK0pRFkLc1XV_B8pK3	69a34403fef1d0cb6dc5c14fed1fa460	OPEN
MINOR	2023-07-24T19:11:40-0700		2061.0		typescript:S4138	dynamsoft-dlrjs-src	5min	Expected a `for-of` loop instead of a `for` loop with this simple iteration.	2023-07-24T19:11:40-0700	CODE_SMELL	false	"clumsy / "	dynamsoft-dlrjs-src:src/class/labelrecognizer.ts		MAIN	{startLine=2061.0, endLine=2090.0, startOffset=12.0, endOffset=13.0}	5min	AYmK0pRFkLc1XV_B8pK4	860ba7f2c618d4eeed60d17082f77ba9	OPEN
INFO	2023-07-24T19:11:40-0700		2084.0		typescript:S1135	dynamsoft-dlrjs-src	0min	"Complete the task associated to this ""TODO"" comment."	2023-07-24T19:11:40-0700	CODE_SMELL	false	"cwe / "	dynamsoft-dlrjs-src:src/class/labelrecognizer.ts		MAIN	{startLine=2084.0, endLine=2084.0, startOffset=27.0, endOffset=31.0}	0min	AYmK0pRFkLc1XV_B8pK5	0a0b30b17767e21b2d140ceb17b1b8be	OPEN
MINOR	2023-07-24T19:11:40-0700		2130.0		typescript:S4326	dynamsoft-dlrjs-src	1min	Redundant use of `await` on a return value.	2023-07-24T19:11:40-0700	CODE_SMELL	false	"redundant / "	dynamsoft-dlrjs-src:src/class/labelrecognizer.ts		MAIN	{startLine=2130.0, endLine=2142.0, startOffset=15.0, endOffset=10.0}	1min	AYmK0pRFkLc1XV_B8pK6	f2eab8873d5e55f50edf48ced510e988	OPEN
MAJOR	2023-07-24T19:11:40-0700		2132.0		typescript:S4144	dynamsoft-dlrjs-src	15min	Update this function so that its implementation is not identical to the one on line 1736.	2023-07-24T19:11:40-0700	CODE_SMELL	false	"confusing / duplicate / suspicious / "	dynamsoft-dlrjs-src:src/class/labelrecognizer.ts	"{locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1736.0, endLine=1736.0, startOffset=68.0, endOffset=70.0}, msg=Original implementation}]} / "	MAIN	{startLine=2132.0, endLine=2132.0, startOffset=68.0, endOffset=70.0}	15min	AYmK0pRGkLc1XV_B8pK7	cfbd90059e969d09497c02f2d870003a	OPEN
MINOR	2023-07-24T19:11:40-0700		2222.0		typescript:S4326	dynamsoft-dlrjs-src	1min	Redundant use of `await` on a return value.	2023-07-24T19:11:40-0700	CODE_SMELL	false	"redundant / "	dynamsoft-dlrjs-src:src/class/labelrecognizer.ts		MAIN	{startLine=2222.0, endLine=2246.0, startOffset=15.0, endOffset=10.0}	1min	AYmK0pRGkLc1XV_B8pK8	f2eab8873d5e55f50edf48ced510e988	OPEN
MINOR	2023-07-24T19:11:40-0700		2290.0		typescript:S4326	dynamsoft-dlrjs-src	1min	Redundant use of `await` on a return value.	2023-07-24T19:11:40-0700	CODE_SMELL	false	"redundant / "	dynamsoft-dlrjs-src:src/class/labelrecognizer.ts		MAIN	{startLine=2290.0, endLine=2309.0, startOffset=15.0, endOffset=10.0}	1min	AYmK0pRGkLc1XV_B8pK9	f2eab8873d5e55f50edf48ced510e988	OPEN
MINOR	2023-07-24T19:11:40-0700		2322.0		typescript:S1488	dynamsoft-dlrjs-src	2min	"Immediately return this expression instead of assigning it to the temporary variable ""newResults""."	2023-07-24T19:11:40-0700	CODE_SMELL	false	"clumsy / "	dynamsoft-dlrjs-src:src/class/labelrecognizer.ts		MAIN	{startLine=2322.0, endLine=2328.0, startOffset=29.0, endOffset=15.0}	2min	AYmK0pRGkLc1XV_B8pK-	4691661ae16f2763f8602b03fa8b1488	OPEN
